1.171934865209154075e-01,1.348037584344599464e-02,5.158750319824574083e-03,6.878333759766098489e-03,3.452981463687359448e-02,4.368031518875362465e-03,1.719583439941524622e-03,3.955041911865506826e-02,4.368031518875362465e-03
3.788939804449946158e-01,3.630548280949485312e-02,5.266237072390389691e-03,7.021649429853852632e-03,2.397715517437568750e-02,-1.177015093788129178e-03,1.755412357463463158e-03,4.037448422165965112e-02,-1.177015093788129178e-03
9.253766123899488383e-01,8.400014772612850178e-02,5.539784517344845637e-03,7.386379356459795049e-03,2.318202275694521142e-03,-1.269036015551485569e-02,1.846594839114948762e-03,4.247168129964382088e-02,-1.269036015551485569e-02
2.938926099106166645e-01,2.956747915857246140e-02,6.290918238131809788e-03,8.387890984175746384e-03,3.554360632576825108e-02,2.044507567554599767e-03,2.096972746043936596e-03,4.823037315901054084e-02,2.044507567554599767e-03
8.697888480506738018e-01,7.977290300949999025e-02,6.490845894351286033e-03,8.654461192468381955e-03,1.204031565006029314e-02,-1.020695691084806851e-02,2.163615298117095489e-03,4.976315185669319408e-02,-1.020695691084806851e-02
9.117797052566339877e-01,8.348838862771543190e-02,6.591376903921830101e-03,8.788502538562439556e-03,1.098682091751693179e-02,-1.098503180104611239e-02,2.197125634640609889e-03,5.053388959673403569e-02,-1.098503180104611239e-02
4.766675579397591234e-01,4.581834429295129907e-02,6.851372922161024295e-03,9.135163896214699639e-03,3.190181123081255177e-02,-1.177526689996287457e-03,2.283790974053674910e-03,5.252719240323452249e-02,-1.177526689996287457e-03
7.773709705705440509e-01,7.197304334127721526e-02,6.861685616474177442e-03,9.148914155298903256e-03,1.890696326115481191e-02,-7.700732410608038953e-03,2.287228538824725814e-03,5.260625639296869632e-02,-7.700732410608038953e-03
2.607659068889511822e-01,2.706169919789271419e-02,6.878677348202048500e-03,9.171569797602731333e-03,4.149856918667003264e-02,3.552591222829894202e-03,2.292892449400682833e-03,5.273652633621570690e-02,3.552591222829894202e-03
1.059263675974568691e-01,1.371584018742129547e-02,7.064426530621094324e-03,9.419235374161460256e-03,4.965749215125810773e-02,7.167679749076318919e-03,2.354808843540365064e-03,5.416060340142839213e-02,7.167679749076318919e-03
3.228156815630679466e-01,3.265820953241220514e-02,7.193690189955316214e-03,9.591586919940421618e-03,4.122041675343643408e-02,2.625982901829923902e-03,2.397896729985105405e-03,5.515162478965742604e-02,2.625982901829923902e-03
3.166452881987905643e-01,3.231887432812930588e-02,7.502968169276781445e-03,1.000395755903570917e-02,4.386430819014959515e-02,3.174733671882846997e-03,2.500989389758927293e-03,5.752275596445532296e-02,3.174733671882846997e-03
6.629728914047514632e-01,6.263756316323944306e-02,7.821693405341200930e-03,1.042892454045493515e-02,3.125476566110989285e-02,-3.926850682798060238e-03,2.607231135113733788e-03,5.996631610761588016e-02,-3.926850682798060238e-03
3.245840312517407344e-01,3.328104538432551107e-02,7.929271454727637378e-03,1.057236193963684984e-02,4.679364894565834349e-02,3.573645836010078299e-03,2.643090484909212459e-03,6.079108115291188830e-02,3.573645836010078299e-03
3.612468482960623506e-01,3.653821582495878073e-02,8.037631866949586715e-03,1.071684248926611620e-02,4.603194702311730335e-02,2.921893844184685757e-03,2.679210622316529049e-03,6.162184431328016770e-02,2.921893844184685757e-03
6.414841102296500175e-01,6.118383576777458588e-02,8.472272877239695257e-03,1.129636383631959368e-02,3.718626513403026912e-02,-2.587549626084104451e-03,2.824090959079898419e-03,6.495409205883766190e-02,-2.587549626084104451e-03
8.334726524470675857e-01,7.789429989644722219e-02,8.497063140283023924e-03,1.132941752037736581e-02,2.902935517404058030e-02,-6.727980263687269660e-03,2.832354380094341453e-03,6.514415074216985124e-02,-6.727980263687269660e-03
8.302970802177439547e-01,7.772878392650701962e-02,8.670536582330020531e-03,1.156071544310669288e-02,3.049990069538664750e-02,-6.426391108131725843e-03,2.890178860776673221e-03,6.647411379786348495e-02,-6.426391108131725843e-03
4.497058444875754457e-01,4.481213993078581037e-02,8.950058824972011162e-03,1.193341176662934822e-02,4.919440063438319105e-02,2.222053254761564151e-03,2.983352941657337054e-03,6.861711765811875918e-02,2.222053254761564151e-03
3.560120508355569258e-01,3.671683336650144458e-02,9.031572665346777537e-03,1.204209688712903729e-02,5.389416463952349801e-02,4.368150656394806028e-03,3.010524221782259324e-03,6.924205710099196054e-02,4.368150656394806028e-03
1.583800117126569484e-01,1.957423720380398538e-02,9.098688563330299683e-03,1.213158475110706798e-02,6.300238990474041345e-02,8.754473544044455782e-03,3.032896187776766995e-03,6.975661231886563785e-02,8.754473544044455782e-03
1.103717020497212153e-01,1.540709142592575943e-02,9.110434002057955089e-03,1.214724533607727461e-02,6.517992630350076533e-02,9.813878146605493208e-03,3.036811334019318652e-03,6.984666068244432813e-02,9.813878146605493208e-03
3.425510149399748627e-01,3.564754971118504201e-02,9.190337282543608113e-03,1.225378304339147864e-02,5.569892340475634390e-02,4.873618496019153402e-03,3.063445760847869660e-03,7.045925249950099611e-02,4.873618496019153402e-03
2.861427660420148289e-01,3.075335880449352535e-02,9.207390028590096628e-03,1.227652003812012942e-02,5.828244082647401209e-02,6.122745341761764472e-03,3.069130009530032354e-03,7.058999021919074024e-02,6.122745341761764472e-03
1.375527975772719846e-01,1.786043503133924806e-02,9.251209811335824734e-03,1.233494641511443356e-02,6.507946097501698945e-02,9.411705959168925953e-03,3.083736603778608389e-03,7.092594188690799772e-02,9.411705959168925953e-03
5.859212695019860861e-01,5.700884679278972467e-02,9.501882083876690005e-03,1.266917611183558667e-02,4.751063327461865771e-02,6.114276176038407895e-07,3.167294027958896668e-03,7.284776264305461990e-02,6.114276176038407895e-07
2.240643087865419603e-01,2.567665343038022518e-02,9.711437135840540053e-03,1.294858284778738731e-02,6.485317037153420783e-02,8.147992346165755517e-03,3.237145711946846829e-03,7.445435137477747489e-02,8.147992346165755517e-03
