1.288063821698332667e+00,-2.145612434321529705e+00,5.642537637752408353e-01
-2.103579247330468471e-01,-2.139380035154864190e-01,-2.385733465387610774e+00
1.112487883611860795e+00,1.994346238177887864e-01,3.659005507133206159e-01
4.733222151282792667e-01,5.502103634553476841e-01,8.209489814426726983e-01
1.517338243243324392e-01,-2.226488644601850364e+00,9.823198282919198832e-01
3.423683147119527814e-01,-8.475698222199348764e-02,-1.121776974218912315e+00
1.937387366305194369e-01,1.101962323152559264e+00,-4.083293821974829929e-01
-1.185397380689303254e-01,1.064799086197113054e+00,1.959991415208538923e+00
2.093461893702730503e+00,-6.402102192744139053e-01,1.335207203476719506e+00
-5.261355830477492113e-01,2.674114158792750828e-01,8.141472254986813484e-01
5.397677103914183538e-01,1.651069096609501852e+00,1.883415145908776456e+00
-2.410818917079172952e+00,9.817488939233477430e-01,5.342112669383776158e-01
1.995865429523409729e+00,-1.652484633304317052e+00,-6.164075572189721131e-01
-3.041224460577270916e-01,1.802623922434198445e+00,-8.760978196687368991e-01
8.364199566843880662e-01,6.815019169713028291e-02,8.510673177099897790e-01
-1.461776559626234206e+00,4.680330478901238989e-01,-1.950139618845605938e+00
-1.601655941587103005e+00,-1.408107184188754246e+00,-1.204243203505931836e+00
1.714513624084002208e+00,5.335085054550384731e-01,9.535676084678368358e-01
1.504760235388206802e+00,1.190431176868535501e-01,-2.196968942929998558e+00
1.956072482672946422e-03,-2.767187577732900527e-02,-7.501447448965460792e-03
-1.267202074134216483e+00,1.937175073077105569e+00,-1.172629472005489282e+00
3.824347721578561510e-01,8.642246818094138083e-01,2.372788284564206318e+00
2.137788688179526719e+00,3.111195600030164377e-01,6.402600869086751967e-01
1.219727557472584323e+00,1.060884490165947991e+00,1.559683342940458628e+00
-1.686758297359764180e-01,-7.382056948644742655e-02,-3.405081417005424715e-02
1.151585924907554404e+00,-1.146207750976586226e+00,2.089265052389211785e+00
-4.144779473350895249e-01,8.238224178483234406e-01,5.552224657468012303e-01
1.083216326768556836e+00,1.144889436825477391e+00,1.419841617447065163e+00
-1.792672656243543328e+00,1.870706542790389282e+00,2.378754388977232515e-01
-9.312932809701998105e-01,2.696449252318533496e-01,-3.951547844205574589e-01
6.029150160665607688e-02,-1.210991513849312279e-01,1.628982139593629086e-01
-8.859302611521123749e-01,2.230703201230455346e-01,-4.163796395805545170e-01
2.352435606845727722e+00,1.634353909359402279e-01,5.148833052545628286e-01
7.193239227738174035e-01,4.260068436018576987e-01,-5.615063464538336824e-01
-1.336139608330013662e+00,-1.755487049124608401e+00,-4.754354936390401964e-01
-1.206604913875927831e+00,-1.196853602060490518e+00,-1.060733993749319870e+00
-1.001655295045494221e+00,2.269275951768842114e-01,2.517546836388293574e-01
-8.052047366788230853e-01,-6.491840454505742875e-01,-3.603885764522942181e-01
3.548243540839682297e-01,1.011673570734392680e+00,-2.864822986432710161e-01
7.735221979676929482e-01,1.210551099899724453e-01,7.154300732672891350e-01
7.546377678146042323e-01,-9.556936881202637846e-01,1.828926723906248775e+00
4.477654792655191285e-01,-2.521037099608338106e-01,-1.077474831071210781e+00
-1.060653509534289496e+00,-1.109391982706565027e+00,-1.322909056959281404e+00
-9.799356732477380039e-01,3.100421442191800617e-02,-4.802300002503140930e-01
-4.675969273543595373e-01,-8.833509220089135194e-01,-5.172183463506143664e-01
9.781730913982761288e-01,-1.131439537448424709e-01,5.238017893426600846e-01
-1.462539507624954105e+00,-6.782346547662787550e-01,1.339729914247562492e+00
-8.739168774905321790e-02,1.696869236041823881e-01,2.745446969453478603e-02
1.542571251501130059e+00,1.569026421671773752e+00,1.553738914961172668e+00
-7.569187290449891359e-01,-1.717654285134194936e+00,-1.281830966414150064e+00
1.760153935166466121e+00,-8.143250909921986302e-01,1.384545163644766319e+00
-6.525241834750540315e-01,-3.030198492478728967e-01,-2.431191906794974766e+00
-1.506938902221259591e+00,-1.317498081775492436e+00,-7.243141123873076959e-01
-1.314042006023573850e-01,-3.431354533008313529e-02,-2.545827950476516888e-01
9.837559648182577984e-03,-9.070032549886551665e-03,-1.552811569669095351e-02
2.178824826844073109e-02,-4.320709866245162067e-02,2.595210948638566190e-02
9.373280365049269092e-01,2.099038999975849418e+00,-1.941179340225137329e-01
