-6.386362133291727083e+00,8.704108052843418264e+00,-8.118047880230198743e+00
5.170691319975005307e+00,5.930788721688523779e+00,-2.648972226473259362e+00
1.222420252339660074e+01,7.360241935693303539e+00,-2.071617961598375857e+00
2.357270036293777515e+00,7.169104519715189916e+00,1.376723639917495490e+01
-3.475875429896889912e+00,1.558643888390207088e+01,7.522607670947407676e+00
-5.590412683110838721e+00,5.480353137436632771e+00,-8.805097670245588759e+00
4.655223292498450682e+00,1.771672730481560976e+01,-3.244758550354921667e+00
-9.308418187761846596e+00,4.117240526063784323e+00,7.807203690970697663e-01
-7.996648859680792754e-01,4.114217993527333306e+00,-1.089298205485319038e+01
6.334914486356584717e+00,1.482375166219102347e+01,1.565177964109698783e+00
-5.452851930263094893e+00,1.477697116091779606e+01,6.580261576437304250e+00
3.538504173480027326e+00,1.883832686145504454e+01,-1.074608012653157196e+01
1.188607433624124354e+01,1.470496190435522976e+01,5.215112186021305440e+00
1.258056563128577743e+01,5.257858500063014695e+00,1.982475813527660724e-01
-8.584636739307175191e+00,8.326705298566178470e+00,2.988109753950098035e+00
3.772328212996564734e+00,1.035358889934999205e+01,-1.068870676606892722e+01
1.235401389121269311e+01,1.577318873307717340e+01,3.511152215654559594e+00
1.195186583162550065e+01,1.548859282298282203e+01,5.022215339457930305e+00
1.133634309338398793e+01,6.088239815597308535e+00,-4.481245066837285407e+00
-3.070868030447942765e+00,1.121034907540068026e+01,-1.025468219177384555e+01
7.016034352626853376e+00,8.890699462112982232e+00,1.164459484437145775e+01
7.065558014506040152e+00,9.591933639572108206e+00,1.160939385708946325e+01
6.077810756638537981e+00,1.115416721988213844e+01,1.225200157067301987e+01
1.197388626306702086e+01,1.102114575680728414e+01,4.955339894514206200e+00
-4.710777667523555756e+00,1.869885421870094788e+01,-9.419568807455409143e+00
-9.300638491900727445e+00,9.137741524512794200e+00,8.206311222406176276e-01
-4.740088795437561231e+00,2.075307232835628923e+01,-9.401190241217710408e+00
-9.167760939354682392e+00,7.142508847550391060e+00,1.396885752322277741e+00
6.228153559770929881e+00,2.002804237733789350e+01,2.288604594189464159e+00
2.244485225979891752e+00,1.745522078861430515e+01,7.210993901859111155e+00
3.266811611987133546e+00,1.902852786491399684e+01,-4.258012150369480331e+00
2.776874869045967920e+00,3.041279276328539005e+00,-4.476271282260862350e+00
-9.169553721096027843e+00,1.115677077856853039e+01,-3.400982716940461614e+00
-3.287985615706330300e+00,4.596820317352265484e+00,-1.016412465548663668e+01
2.426200363945621163e-01,1.526109012649870067e+01,-1.101492549777953300e+01
9.372912556260100558e+00,3.933615761247347020e+00,-7.335746107786348169e+00
5.217478036270937203e+00,1.702248453478989898e+00,4.689691600757036838e+00
1.691318806637953642e+00,1.701513042988918301e+01,-1.101883154648483298e+01
6.280791514598058178e+00,7.796408656371225376e+00,1.999552306508830757e+00
-8.421429272414744815e+00,1.021535968823833151e+01,-5.380068471295167853e+00
-7.573909034988433042e+00,9.392613227604892145e+00,-6.762572598733361140e+00
-8.303283517513788681e+00,8.693847660507387332e+00,3.530607347310252386e+00
6.063863912091663977e+00,8.958106981088148402e+00,2.925539686079645207e+00
3.823524458450467733e+00,9.402637298920833331e+00,-3.931147940653578754e+00
2.311628139126148618e+00,1.663942675352697576e+00,-4.630472477707175294e+00
-8.909183844192398283e+00,1.988006389147185615e+01,-4.246801063526858044e+00
